filename,label,status
build_50.log.txt,SUCCESS,SUCCESS
build_51.log.txt,SUCCESS,SUCCESS
build_52.log.txt,SUCCESS,SUCCESS
build_53.log.txt,SUCCESS,SUCCESS
build_54.log.txt,SUCCESS,SUCCESS
build_55.log.txt,SUCCESS,SUCCESS
build_56.log.txt,SUCCESS,SUCCESS
build_57.log.txt,SUCCESS,SUCCESS
build_58.log.txt,SUCCESS,SUCCESS
build_59.log.txt,SUCCESS,SUCCESS
build_6.log.txt,BUILD_ABORTED,ABORTED
build_60.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_61.log.txt,SUCCESS,SUCCESS
build_62.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_63.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_64.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_65.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_66.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_67.log.txt,SUCCESS,SUCCESS
build_68.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_69.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_7.log.txt,BUILD_ABORTED,ABORTED
build_70.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_71.log.txt,SUCCESS,SUCCESS
build_72.log.txt,SUCCESS,SUCCESS
build_73.log.txt,SUCCESS,SUCCESS
build_74.log.txt,SUCCESS,SUCCESS
build_75.log.txt,SUCCESS,SUCCESS
build_76.log.txt,SELENIUM_DRIVER_ERROR,UNKNOWN
build_77.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_78.log.txt,SUCCESS,SUCCESS
build_79.log.txt,SUCCESS,SUCCESS
build_8.log.txt,COMPILATION_ERROR,FAILURE
build_80.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_81.log.txt,SUCCESS,SUCCESS
build_82.log.txt,SUCCESS,SUCCESS
build_83.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_84.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_85.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_86.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_87.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_88.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_89.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_9.log.txt,NO_TESTS_EXECUTED,FAILURE
build_90.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_91.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_92.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_93.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_94.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_95.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_96.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_97.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_98.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
build_99.log.txt,SELENIUM_DRIVER_ERROR,UNSTABLE
FCTU_Train1build_10.log.txt,BUILD_ABORTED,ABORTED
FCTU_Train1build_100.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_11.log.txt,CONNECTION_REFUSED,UNSTABLE
FCTU_Train1build_12.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_13.log.txt,BUILD_ABORTED,ABORTED
FCTU_Train1build_14.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_15.log.txt,CONNECTION_REFUSED,UNSTABLE
FCTU_Train1build_16.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_17.log.txt,BUILD_ABORTED,ABORTED
FCTU_Train1build_18.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_19.log.txt,BUILD_ABORTED,ABORTED
FCTU_Train1build_2.log.txt,NO_TESTS_EXECUTED,FAILURE
FCTU_Train1build_20.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_21.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_22.log.txt,COMPILATION_ERROR,FAILURE
FCTU_Train1build_23.log.txt,COMPILATION_ERROR,FAILURE
FCTU_Train1build_24.log.txt,BUILD_ABORTED,ABORTED
FCTU_Train1build_25.log.txt,CONNECTION_REFUSED,UNSTABLE
FCTU_Train1build_26.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_27.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_28.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_29.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_3.log.txt,NO_TESTS_EXECUTED,FAILURE
FCTU_Train1build_30.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_31.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_32.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_33.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_34.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_35.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_36.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_37.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_38.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_39.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_4.log.txt,BUILD_ABORTED,ABORTED
FCTU_Train1build_40.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_41.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_42.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_43.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_44.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_45.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_46.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_47.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_48.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_49.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_5.log.txt,CONNECTION_REFUSED,UNSTABLE
FCTU_Train1build_50.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_51.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_52.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_53.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_54.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_55.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_56.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_57.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_58.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_59.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_6.log.txt,BUILD_ABORTED,ABORTED
FCTU_Train1build_60.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_61.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_62.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_63.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_64.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_65.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_66.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_67.log.txt,SUCCESS,SUCCESS
FCTU_Train1build_68.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_69.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_7.log.txt,CONNECTION_REFUSED,UNSTABLE
FCTU_Train1build_70.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_71.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_72.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_73.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_74.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_75.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_76.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_77.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_78.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_79.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_8.log.txt,CONNECTION_REFUSED,UNSTABLE
FCTU_Train1build_80.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_81.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_82.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_83.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_84.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_85.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_86.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_87.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_88.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_89.log.txt,UNKNOWN,FAILURE
FCTU_Train1build_9.log.txt,CONNECTION_REFUSED,UNSTABLE
FCTU_Train1build_90.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_91.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_92.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_93.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_94.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_95.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_96.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_97.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_98.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train1build_99.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_1.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_10.log.txt,CONNECTION_REFUSED,UNSTABLE
FCTU_Train2build_100.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_11.log.txt,BUILD_ABORTED,ABORTED
FCTU_Train2build_12.log.txt,NO_TESTS_EXECUTED,FAILURE
FCTU_Train2build_13.log.txt,NO_TESTS_EXECUTED,FAILURE
FCTU_Train2build_14.log.txt,NO_TESTS_EXECUTED,FAILURE
FCTU_Train2build_15.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_16.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_17.log.txt,COMPILATION_ERROR,FAILURE
FCTU_Train2build_18.log.txt,COMPILATION_ERROR,FAILURE
FCTU_Train2build_19.log.txt,COMPILATION_ERROR,FAILURE
FCTU_Train2build_2.log.txt,NO_TESTS_EXECUTED,FAILURE
FCTU_Train2build_20.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_21.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_22.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_23.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_24.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_25.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_26.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_27.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_28.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_29.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_3.log.txt,BUILD_ABORTED,ABORTED
FCTU_Train2build_31.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_32.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_33.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_35.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_36.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_37.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_38.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_39.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_4.log.txt,NO_TESTS_EXECUTED,FAILURE
FCTU_Train2build_40.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_41.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_42.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_43.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_44.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_45.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_46.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_47.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_48.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_49.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_5.log.txt,BUILD_ABORTED,ABORTED
FCTU_Train2build_50.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_51.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_52.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_53.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_54.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_55.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_56.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_57.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_58.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_59.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_6.log.txt,NO_TESTS_EXECUTED,FAILURE
FCTU_Train2build_60.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_61.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_62.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_63.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_64.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_65.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_66.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_67.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_68.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_69.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_7.log.txt,NO_TESTS_EXECUTED,FAILURE
FCTU_Train2build_70.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_71.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_72.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_73.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_74.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_75.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_76.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_77.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_78.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_79.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_8.log.txt,NO_TESTS_EXECUTED,FAILURE
FCTU_Train2build_80.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_81.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_82.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_83.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_84.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_85.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_86.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_87.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_88.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_89.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_9.log.txt,CONNECTION_REFUSED,UNSTABLE
FCTU_Train2build_90.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_91.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_92.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_93.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_94.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_95.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_96.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_97.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
FCTU_Train2build_98.log.txt,SUCCESS,SUCCESS
FCTU_Train2build_99.log.txt,SELENIUM_UI_FAILURE,UNSTABLE
PROD_Serializerbuild_1278.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1279.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1280.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1281.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1282.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1283.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1284.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1285.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1286.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1287.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1288.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1289.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1290.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1291.log.txt,SERIALIZER_STEP_FAILURE,FAILURE
PROD_Serializerbuild_1292.log.txt,SERIALIZER_STEP_FAILURE,FAILURE
PROD_Serializerbuild_1293.log.txt,SERIALIZER_STEP_FAILURE,FAILURE
PROD_Serializerbuild_1294.log.txt,SERIALIZER_STEP_FAILURE,FAILURE
PROD_Serializerbuild_1295.log.txt,SERIALIZER_STEP_FAILURE,FAILURE
PROD_Serializerbuild_1296.log.txt,SERIALIZER_STEP_FAILURE,FAILURE
PROD_Serializerbuild_1297.log.txt,SERIALIZER_STEP_FAILURE,FAILURE
PROD_Serializerbuild_1298.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1299.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1300.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1301.log.txt,SERIALIZER_STEP_FAILURE,FAILURE
PROD_Serializerbuild_1302.log.txt,SERIALIZER_STEP_FAILURE,FAILURE
PROD_Serializerbuild_1303.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1304.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1305.log.txt,SUCCESS,SUCCESS
PROD_Serializerbuild_1306.log.txt,SUCCESS,SUCCESS
